index,time,wether,error,moving,no
1905,2015/1/19 19:00,12.92,0.85901,0.0262,270
1906,2015/1/19 20:00,17.7,0.48533,0.0568,291
1907,2015/1/19 21:00,23.58,0.81032,0.0133,240
1908,2015/1/19 22:00,20.97,0.6154,0.0251,200
1909,2015/1/19 23:00,11.76,0.48264,0.0397,98
1910,2015/1/20 0:00,15.39,0.51097,0.0938,218
1911,2015/1/20 1:00,22.39,0.36161,0.0278,462
1912,2015/1/20 2:00,18.08,0.12168,0.0157,73
1913,2015/1/20 3:00,23.34,0.25241,0.0639,388
1914,2015/1/20 4:00,14.07,0.30989,0.0103,355
1915,2015/1/20 5:00,12.75,0.77328,0.016,99
1916,2015/1/20 6:00,23.29,0.75878,0.0923,139
1917,2015/1/20 7:00,21.89,0.08712,0.0942,104
1918,2015/1/20 8:00,20.92,0.01728,0.0749,20
1919,2015/1/20 9:00,11.18,0.73218,0.0686,79
1920,2015/1/20 10:00,21.58,0.4432,0.0472,154
1921,2015/1/20 11:00,24.61,0.48011,0.0149,52
1922,2015/1/20 12:00,20.05,0.2862,0.0284,397
1923,2015/1/20 13:00,11.35,0.69699,0.0421,481
1924,2015/1/20 14:00,13.62,0.1519,0.0416,159
1925,2015/1/20 15:00,24.66,0.86307,0.0582,27
1926,2015/1/20 16:00,20.09,0.80698,0.0052,382
1927,2015/1/20 17:00,10.97,0.35783,0.0467,169
1928,2015/1/20 18:00,23.14,0.09324,0.0465,137
1929,2015/1/20 19:00,17.79,0.31472,0.0013,150
1930,2015/1/20 20:00,21.71,0.63935,0.0388,296
1931,2015/1/20 21:00,10.51,0.01305,0.033,158
1932,2015/1/20 22:00,23.12,0.65051,0.0811,286
1933,2015/1/20 23:00,16.8,0.90019,0.059,52
1934,2015/1/21 0:00,21.24,0.33085,0.0211,54
1935,2015/1/21 1:00,20.46,0.21667,0.0673,495
1936,2015/1/21 2:00,11.81,0.97871,0.0941,321
1937,2015/1/21 3:00,17.68,0.43446,0.0187,246
1938,2015/1/21 4:00,23.18,0.25371,0.0478,366
1939,2015/1/21 5:00,18.02,0.77834,0.056,90
1940,2015/1/21 6:00,19.87,0.11418,0.062,84
1941,2015/1/21 7:00,22.62,0.6403,0.0417,200
1942,2015/1/21 8:00,22.69,0.30069,0.0746,358
1943,2015/1/21 9:00,19.8,0.31062,0.0759,424
1944,2015/1/21 10:00,15.28,0.4861,0.0201,223
1945,2015/1/21 11:00,20.41,0.66317,0.033,125
1946,2015/1/21 12:00,10.12,0.32877,0.0405,336
1947,2015/1/21 13:00,21.5,0.51906,0.0228,60
1948,2015/1/21 14:00,10.09,0.09907,0.0704,496
1949,2015/1/21 15:00,21.43,0.12688,0.0516,456
1950,2015/1/21 16:00,14.86,0.56031,0.0559,147
1951,2015/1/21 17:00,23.55,0.44887,0.0446,383
1952,2015/1/21 18:00,22.61,0.22149,0.0026,140
1953,2015/1/21 19:00,19.63,0.92557,0.0624,288
1954,2015/1/21 20:00,22.64,0.46426,0.0278,202
1955,2015/1/21 21:00,19.94,0.28643,0.0479,370
1956,2015/1/21 22:00,16.51,0.91119,0.0853,53
1957,2015/1/21 23:00,23.3,0.39156,0.0262,433
1958,2015/1/22 0:00,17,0.91008,0.0738,435
1959,2015/1/22 1:00,14.51,0.84209,0.0622,104
1960,2015/1/22 2:00,22.66,0.95412,0.0585,280
1961,2015/1/22 3:00,14.22,0.76861,0.0922,339
1962,2015/1/22 4:00,22.5,0.75262,0.0935,189
1963,2015/1/22 5:00,16.25,0.93284,0.0908,247
1964,2015/1/22 6:00,23.31,0.07456,0.0492,49
1965,2015/1/22 7:00,18.02,0.06829,0.083,451
1966,2015/1/22 8:00,23.25,0.6513,0.0449,55
1967,2015/1/22 9:00,16.72,0.23381,0.0725,52
1968,2015/1/22 10:00,14.87,0.88255,0.0843,346
1969,2015/1/22 11:00,23.86,0.20283,0.079,331
1970,2015/1/22 12:00,19.68,0.48557,0.0732,382
1971,2015/1/22 13:00,22.9,0.41077,0.0938,403
1972,2015/1/22 14:00,12.27,0.96408,0.0019,349
1973,2015/1/22 15:00,15.11,0.65093,0.0929,399
1974,2015/1/22 16:00,11.28,0.22888,0.0642,441
1975,2015/1/22 17:00,18.63,0.11997,0.0699,252
1976,2015/1/22 18:00,24.3,0.19329,0.0245,334
1977,2015/1/22 19:00,22.59,0.3479,0.0135,17
1978,2015/1/22 20:00,20.65,0.87809,0.0567,443
1979,2015/1/22 21:00,17.13,0.28719,0.0909,330
1980,2015/1/22 22:00,17.55,0.8743,0.0981,179
1981,2015/1/22 23:00,23.53,0.60857,0.0133,150
1982,2015/1/23 0:00,17.62,0.97277,0.0314,142
1983,2015/1/23 1:00,14.92,0.32786,0.0057,22
1984,2015/1/23 2:00,23.36,0.3142,0.0577,376
1985,2015/1/23 3:00,17.12,0.44102,0.0036,55
1986,2015/1/23 4:00,19.11,0.91474,0.0796,372
1987,2015/1/23 5:00,13.74,0.76417,0.0733,429
1988,2015/1/23 6:00,11.7,0.08473,0.0669,365
1989,2015/1/23 7:00,10.1,0.31851,0.0367,47
1990,2015/1/23 8:00,20.22,0.31981,0.0479,134
1991,2015/1/23 9:00,19.46,0.96092,0.0772,430
1992,2015/1/23 10:00,24.26,0.86147,0.0928,206
1993,2015/1/23 11:00,22.75,0.00329,0.0138,100
1994,2015/1/23 12:00,24.17,0.24215,0.0712,307
1995,2015/1/23 13:00,14.77,0.71756,0.0361,94
1996,2015/1/23 14:00,21.03,0.82284,0.0866,51
1997,2015/1/23 15:00,23.67,0.62258,0.0941,62
1998,2015/1/23 16:00,10.01,0.83711,0.029,481
1999,2015/1/23 17:00,19.68,0.29331,0.098,454
2000,2015/1/23 18:00,20.28,0.87468,0.0299,255
2001,2015/1/23 19:00,14,0.77252,0.0553,97
2002,2015/1/23 20:00,18.81,0.13976,0.0914,30
2003,2015/1/23 21:00,17.7,0.88296,0.0616,412
2004,2015/1/23 22:00,23.86,0.09857,0.0965,281
2005,2015/1/23 23:00,24.37,0.36907,0.0021,23
2006,2015/1/24 0:00,15.19,0.03228,0.0586,276
2007,2015/1/24 1:00,11.16,0.10639,0.0531,40
2008,2015/1/24 2:00,14.97,0.8685,0.0867,244
2009,2015/1/24 3:00,17.49,0.41034,0.0528,312
2010,2015/1/24 4:00,12.88,0.59921,0.0074,410
2011,2015/1/24 5:00,16.85,0.27322,0.0148,443
2012,2015/1/24 6:00,22.51,0.50173,0.0802,371
2013,2015/1/24 7:00,15.46,0.24146,0.0999,132
2014,2015/1/24 8:00,22.15,0.43448,0.0668,199
2015,2015/1/24 9:00,16.52,0.9563,0.0074,177
2016,2015/1/24 10:00,20.46,0.55498,0.0695,331
2017,2015/1/24 11:00,12.2,0.51647,0.0931,65
2018,2015/1/24 12:00,17.87,0.0791,0.031,77
2019,2015/1/24 13:00,21.12,0.03623,0.0614,27
2020,2015/1/24 14:00,18.63,0.37131,0.0129,343
2021,2015/1/24 15:00,13.84,0.37315,0.011,236
2022,2015/1/24 16:00,13.67,0.46261,0.0022,370
2023,2015/1/24 17:00,13.18,0.25726,0.0507,151
2024,2015/1/24 18:00,23.45,0.59892,0.0548,66
2025,2015/1/24 19:00,15.07,0.20092,0.0969,400
2026,2015/1/24 20:00,11.42,0.33206,0.0383,166
2027,2015/1/24 21:00,17.7,0.51562,0.0431,113
2028,2015/1/24 22:00,19.09,0.66406,0.0917,268
2029,2015/1/24 23:00,17.62,0.36069,0.0043,288
2030,2015/1/25 0:00,21.75,0.68858,0.0575,242
2031,2015/1/25 1:00,13.04,0.73966,0.0898,458
2032,2015/1/25 2:00,19.79,0.47077,0.0693,20
2033,2015/1/25 3:00,23.82,0.83468,0.0212,221
2034,2015/1/25 4:00,15.96,0.38766,0.0446,155
2035,2015/1/25 5:00,17.03,0.75124,0.0861,136
2036,2015/1/25 6:00,13.17,0.69484,0.0432,64
2037,2015/1/25 7:00,16.15,0.50942,0.0231,261
2038,2015/1/25 8:00,22.62,0.5776,0.098,319
2039,2015/1/25 9:00,24.04,0.93106,0.0615,35
2040,2015/1/25 10:00,20.55,0.29848,0.0032,376
2041,2015/1/25 11:00,21.78,0.98403,0.0305,449
2042,2015/1/25 12:00,12.78,0.26335,0.0885,397
2043,2015/1/25 13:00,19.55,0.33916,0.0658,368
2044,2015/1/25 14:00,10.14,0.1923,0.0759,226
2045,2015/1/25 15:00,10.4,0.55195,0.0164,242
2046,2015/1/25 16:00,23.11,0.95446,0.0505,411
2047,2015/1/25 17:00,17.02,0.07146,0.0077,437
2048,2015/1/25 18:00,24.24,0.39812,0.0887,319
2049,2015/1/25 19:00,12.59,0.22265,0.0313,438
2050,2015/1/25 20:00,11.91,0.85975,0.0787,142
2051,2015/1/25 21:00,14.05,0.19682,0.0228,16
2052,2015/1/25 22:00,11.96,0.63165,0.01,234
2053,2015/1/25 23:00,20.03,0.4128,0.0105,478
2054,2015/1/26 0:00,17.08,0.76527,0.0595,435
2055,2015/1/26 1:00,14.52,0.88042,0.0405,113
2056,2015/1/26 2:00,11.43,0.40216,0.0946,381
2057,2015/1/26 3:00,19.87,0.85563,0.0555,421
2058,2015/1/26 4:00,14.62,0.81691,0.0322,264
2059,2015/1/26 5:00,16.27,0.13197,0.0619,18
2060,2015/1/26 6:00,18.89,0.51607,0.0116,249
2061,2015/1/26 7:00,15.34,0.63855,0.0326,325
2062,2015/1/26 8:00,19.1,0.35768,0.0493,120
2063,2015/1/26 9:00,24.71,0.36029,0.0161,322
2064,2015/1/26 10:00,22,0.6778,0.0518,209
2065,2015/1/26 11:00,10.31,0.48093,0.0446,170
2066,2015/1/26 12:00,20.31,0.86734,0.0804,488
2067,2015/1/26 13:00,10.29,0.23428,0.0962,362
2068,2015/1/26 14:00,22.3,0.17591,0.0102,397
2069,2015/1/26 15:00,23.55,0.78928,0.0342,288
2070,2015/1/26 16:00,21.97,0.07936,0.0971,200
2071,2015/1/26 17:00,11.31,0.66145,0.0272,158
2072,2015/1/26 18:00,14.92,0.65795,0.0142,344
2073,2015/1/26 19:00,19.28,0.9268,0.0386,461
2074,2015/1/26 20:00,20.34,0.3174,0.0021,123
2075,2015/1/26 21:00,15.45,0.77269,0.0548,95
2076,2015/1/26 22:00,14.6,0.23487,0.0342,288
2077,2015/1/26 23:00,12.97,0.17838,0.0877,151
2078,2015/1/27 0:00,14,0.74374,0.0033,102
2079,2015/1/27 1:00,20.93,0.00445,0.005,375
2080,2015/1/27 2:00,17.53,0.56995,0.0745,375
2081,2015/1/27 3:00,11.75,0.54804,0.0993,30
2082,2015/1/27 4:00,23.37,0.96164,0.0826,296
2083,2015/1/27 5:00,23.35,0.05087,0.0353,304
2084,2015/1/27 6:00,22.73,0.07272,0.0529,434
2085,2015/1/27 7:00,14.98,0.2552,0.047,405
2086,2015/1/27 8:00,13.44,0.37297,0.0487,332
2087,2015/1/27 9:00,20.89,0.84924,0.0895,45
2088,2015/1/27 10:00,10.73,0.72238,0.0565,486
2089,2015/1/27 11:00,13.34,0.87863,0.006,480
2090,2015/1/27 12:00,21.82,0.18216,0.008,465
2091,2015/1/27 13:00,18.98,0.22285,0.0094,90
2092,2015/1/27 14:00,19.75,0.22603,0.0916,370
2093,2015/1/27 15:00,16.8,0.9916,0.0447,332
2094,2015/1/27 16:00,10.18,0.74993,0.029,323
2095,2015/1/27 17:00,20.24,0.66795,0.0207,288
2096,2015/1/27 18:00,17.86,0.03203,0.0238,353
2097,2015/1/27 19:00,23.98,0.2433,0.0634,45
2098,2015/1/27 20:00,13.56,0.94903,0.0018,34
2099,2015/1/27 21:00,20.98,0.8196,0.0825,459
2100,2015/1/27 22:00,14.8,0.28256,0.0194,472
2101,2015/1/27 23:00,24.13,0.15318,0.0945,82
2102,2015/1/28 0:00,23.45,0.56851,0.0372,337
2103,2015/1/28 1:00,22.5,0.01311,0.0427,262
2104,2015/1/28 2:00,14.68,0.17021,0.0416,330
2105,2015/1/28 3:00,15.65,0.00312,0.0119,325
2106,2015/1/28 4:00,21.33,0.2787,0.0289,67
2107,2015/1/28 5:00,13.8,0.16073,0.0138,145
2108,2015/1/28 6:00,17.78,0.6112,0.0085,238
2109,2015/1/28 7:00,10.21,0.8347,0.0772,349
2110,2015/1/28 8:00,24.75,0.32628,0.0132,451
2111,2015/1/28 9:00,11.65,0.37596,0.0231,449
2112,2015/1/28 10:00,17.51,0.28565,0.0064,408
2113,2015/1/28 11:00,10.31,0.14503,0.0102,121
2114,2015/1/28 12:00,19.41,0.84607,0.0139,446
2115,2015/1/28 13:00,18.9,0.6662,0.0073,261
2116,2015/1/28 14:00,18.38,0.88712,0.0173,273
2117,2015/1/28 15:00,19.87,0.63736,0.0129,46
2118,2015/1/28 16:00,15.05,0.27631,0.0843,307
2119,2015/1/28 17:00,22.67,0.60395,0.04,253
2120,2015/1/28 18:00,12.46,0.80049,0.0257,451
2121,2015/1/28 19:00,11.65,0.11288,0.0411,126
2122,2015/1/28 20:00,12.54,0.22792,0.0786,42
2123,2015/1/28 21:00,18.61,0.4265,0.0496,271
2124,2015/1/28 22:00,12.1,0.10609,0.0258,476
2125,2015/1/28 23:00,17.4,0.18234,0.0506,67
2126,2015/1/29 0:00,18.95,0.17548,0.0735,390
2127,2015/1/29 1:00,11.89,0.53725,0.0919,281
2128,2015/1/29 2:00,18.97,0.31998,0.0783,395
2129,2015/1/29 3:00,24.04,0.26278,0.0531,278
2130,2015/1/29 4:00,11.12,0.32125,0.0487,339
2131,2015/1/29 5:00,13.33,0.98195,0.0766,292
2132,2015/1/29 6:00,21.33,0.4774,0.0409,162
2133,2015/1/29 7:00,20.07,0.32595,0.0905,350
2134,2015/1/29 8:00,19.66,0.24138,0.0309,315
2135,2015/1/29 9:00,21.36,0.50263,0.0745,56
2136,2015/1/29 10:00,11.47,0.41865,0.0082,227
2137,2015/1/29 11:00,19.2,0.25434,0.0355,379
2138,2015/1/29 12:00,18.83,0.69248,0.0755,22
2139,2015/1/29 13:00,22.49,0.22422,0.0298,437
2140,2015/1/29 14:00,19.42,0.49827,0.0752,373
2141,2015/1/29 15:00,18.48,0.77679,0.0733,406
2142,2015/1/29 16:00,12.93,0.86329,0.0656,372
2143,2015/1/29 17:00,19.22,0.03298,0.0924,177
2144,2015/1/29 18:00,20.75,0.64504,0.0467,140
2145,2015/1/29 19:00,21.93,0.56738,0.0673,18
2146,2015/1/29 20:00,19.32,0.37901,0.0119,234
2147,2015/1/29 21:00,10.79,0.06289,0.0884,27
2148,2015/1/29 22:00,18.96,0.77593,0.0172,299
2149,2015/1/29 23:00,21.18,0.68001,0.0446,140
2150,2015/1/30 0:00,22.21,0.7474,0.0491,41
2151,2015/1/30 1:00,10.56,0.89581,0.002,364
2152,2015/1/30 2:00,22.49,0.97226,0.061,498
2153,2015/1/30 3:00,17.27,0.41117,0.0467,154
2154,2015/1/30 4:00,21.05,0.96461,0.0236,33
2155,2015/1/30 5:00,21.5,0.5444,0.074,124
2156,2015/1/30 6:00,15.34,0.40554,0.0441,65
2157,2015/1/30 7:00,15.31,0.39121,0.0722,447
2158,2015/1/30 8:00,22.53,0.70028,0.0674,227
2159,2015/1/30 9:00,24.89,0.95657,0.039,331
2160,2015/1/30 10:00,13.81,0.24111,0.0179,171
2161,2015/1/30 11:00,10.88,0.02106,0.0456,325
2162,2015/1/30 12:00,24.8,0.22899,0.0175,109
2163,2015/1/30 13:00,18.32,0.41893,0.0689,431
2164,2015/1/30 14:00,12.48,0.38764,0.0097,452
2165,2015/1/30 15:00,13.16,0.57613,0.011,12
2166,2015/1/30 16:00,17.84,0.91534,0.0578,232
2167,2015/1/30 17:00,23.17,0.88732,0.0226,425
2168,2015/1/30 18:00,21.63,0.70855,0.0791,127
2169,2015/1/30 19:00,16.98,0.14562,0.0532,19
2170,2015/1/30 20:00,19.55,0.61039,0.0133,453
2171,2015/1/30 21:00,14.13,0.22325,0.0824,159
2172,2015/1/30 22:00,23.51,0.90679,0.0228,425
2173,2015/1/30 23:00,13.18,0.51802,0.0771,11
2174,2015/1/31 0:00,24.61,0.02345,0.0468,134
2175,2015/1/31 1:00,20.84,0.97883,0.0485,86
2176,2015/1/31 2:00,14.29,0.02417,0.0633,316
2177,2015/1/31 3:00,17.75,0.55697,0.0585,258
2178,2015/1/31 4:00,22.77,0.9799,0.0367,166
2179,2015/1/31 5:00,20.24,0.81882,0.0566,112
2180,2015/1/31 6:00,20.63,0.71064,0.0264,290
2181,2015/1/31 7:00,14.16,0.02035,0.0349,402
2182,2015/1/31 8:00,13.54,0.88438,0.0083,139
2183,2015/1/31 9:00,13.96,0.92242,0.0197,418
2184,2015/1/31 10:00,12.93,0.38831,0.0248,456
2185,2015/1/31 11:00,24.91,0.85208,0.0512,133
2186,2015/1/31 12:00,21.96,0.86632,0.0197,132
2187,2015/1/31 13:00,15.9,0.81253,0.0261,128
2188,2015/1/31 14:00,23.08,0.39605,0.0807,298
2189,2015/1/31 15:00,12.06,0.48779,0.0669,75
2190,2015/1/31 16:00,15.64,0.0361,0.0041,135
2191,2015/1/31 17:00,18.13,0.84419,0.0496,144
2192,2015/1/31 18:00,21.5,0.58695,0.0958,83
2193,2015/1/31 19:00,17.6,0.0104,0.0235,214
2194,2015/1/31 20:00,24.04,0.44898,0.0247,103
2195,2015/1/31 21:00,15.63,0.83384,0.0148,195
2196,2015/1/31 22:00,16.58,0.08919,0.0779,211
2197,2015/1/31 23:00,20.81,0.29614,0.075,123
2198,2015/2/1 0:00,14.34,0.58248,0.0108,314
2199,2015/2/1 1:00,12.63,0.83135,0.0392,461
2200,2015/2/1 2:00,15.86,0.59545,0.0479,85
2201,2015/2/1 3:00,19.17,0.71791,0.0346,52
2202,2015/2/1 4:00,21.9,0.55077,0.0985,184
2203,2015/2/1 5:00,18.72,0.85498,0.0452,58
2204,2015/2/1 6:00,22.35,0.92309,0.0636,329
2205,2015/2/1 7:00,11.38,0.34237,0.0597,232
2206,2015/2/1 8:00,19.28,0.17032,0.0985,94
2207,2015/2/1 9:00,12.29,0.75822,0.0886,304
2208,2015/2/1 10:00,10.28,0.14463,0.0083,204
2209,2015/2/1 11:00,17.89,0.73684,0.0134,470
2210,2015/2/1 12:00,12.13,0.48002,0.018,174
2211,2015/2/1 13:00,24.87,0.78696,0.0844,320
2212,2015/2/1 14:00,10.71,0.80788,0.0862,132
2213,2015/2/1 15:00,20.38,0.43945,0.0684,457
2214,2015/2/1 16:00,18.81,0.68666,0.0474,281
2215,2015/2/1 17:00,16.44,0.45313,0.0139,69
2216,2015/2/1 18:00,19.15,0.06454,0.0463,106
2217,2015/2/1 19:00,14.97,0.95089,0.0346,424
2218,2015/2/1 20:00,18.85,0.87251,0.0626,171
2219,2015/2/1 21:00,17.57,0.38953,0.0226,278
2220,2015/2/1 22:00,22.11,0.88693,0.0998,450
2221,2015/2/1 23:00,11.14,0.99969,0.0642,226
2222,2015/2/2 0:00,23.39,0.9846,0.0727,286
2223,2015/2/2 1:00,21.42,0.13279,0.0131,42
2224,2015/2/2 2:00,22.89,0.03489,0.0873,353
2225,2015/2/2 3:00,10.19,0.65155,0.0437,446
2226,2015/2/2 4:00,17.29,0.76464,0.024,101
2227,2015/2/2 5:00,12.23,0.69783,0.0466,322
2228,2015/2/2 6:00,16.39,0.12013,0.0342,19
2229,2015/2/2 7:00,20.91,0.44804,0.0902,91
2230,2015/2/2 8:00,23.31,0.04247,0.0447,447
2231,2015/2/2 9:00,13.4,0.07273,0.0132,204
2232,2015/2/2 10:00,20.96,0.14752,0.0195,346
2233,2015/2/2 11:00,11.6,0.34805,0.0032,194
2234,2015/2/2 12:00,19.74,0.9645,0.0199,135
2235,2015/2/2 13:00,13.06,0.57811,0.0491,232
2236,2015/2/2 14:00,10.64,0.48642,0.0715,101
2237,2015/2/2 15:00,22.98,0.93432,0.0152,174
2238,2015/2/2 16:00,16.89,0.06044,0.0846,254
2239,2015/2/2 17:00,12.73,0.15453,0.0737,375
2240,2015/2/2 18:00,24.3,0.06439,0.0697,187
2241,2015/2/2 19:00,13.44,0.50948,0.0524,24
2242,2015/2/2 20:00,14.89,0.88106,0.098,72
2243,2015/2/2 21:00,22.42,0.09392,0.0312,394
2244,2015/2/2 22:00,17.55,0.43304,0.049,178
2245,2015/2/2 23:00,12.28,0.30503,0.0842,185
2246,2015/2/3 0:00,24.7,0.69429,0.0373,206
2247,2015/2/3 1:00,18.68,0.62412,0.0423,386
2248,2015/2/3 2:00,12.02,0.87717,0.0235,62
2249,2015/2/3 3:00,16.12,0.66284,0.0764,333
2250,2015/2/3 4:00,20.22,0.67808,0.019,181
2251,2015/2/3 5:00,23.51,0.76021,0.0932,420
2252,2015/2/3 6:00,15.79,0.41555,0.0059,415
2253,2015/2/3 7:00,24.36,0.94844,0.0968,104
2254,2015/2/3 8:00,15.32,0.41895,0.0177,492
2255,2015/2/3 9:00,13.9,0.69976,0.026,203
2256,2015/2/3 10:00,16.73,0.37016,0.0362,154
2257,2015/2/3 11:00,17.09,0.15378,0.0716,438
2258,2015/2/3 12:00,21.84,0.29298,0.0407,50
2259,2015/2/3 13:00,13.62,0.38386,0.0732,237
2260,2015/2/3 14:00,16.96,0.77205,0.0915,92
2261,2015/2/3 15:00,20.69,0.01831,0.011,367
2262,2015/2/3 16:00,18.26,0.68443,0.0312,54
2263,2015/2/3 17:00,17.54,0.07985,0.0105,385
2264,2015/2/3 18:00,11.17,0.45145,0.0392,144
2265,2015/2/3 19:00,11.29,0.64533,0.0445,304
2266,2015/2/3 20:00,22.3,0.74225,0.0698,193
2267,2015/2/3 21:00,24.48,0.00126,0.0186,62
2268,2015/2/3 22:00,22.98,0.66456,0.0868,122
2269,2015/2/3 23:00,16.22,0.29778,0.0054,83
2270,2015/2/4 0:00,18.49,0.25322,0.0766,113
2271,2015/2/4 1:00,12.16,0.06,0.0542,20
2272,2015/2/4 2:00,13.9,0.11004,0.0306,176
2273,2015/2/4 3:00,12.49,0.893,0.0385,367
2274,2015/2/4 4:00,24.42,0.77383,0.0742,67
2275,2015/2/4 5:00,14.21,0.14373,0.0328,494
2276,2015/2/4 6:00,22.65,0.68582,0.0673,449
2277,2015/2/4 7:00,17.91,0.31423,0.0142,252
2278,2015/2/4 8:00,22.95,0.20004,0.0288,431
2279,2015/2/4 9:00,12.13,0.00375,0.0117,220
2280,2015/2/4 10:00,16.35,0.38905,0.0196,382
2281,2015/2/4 11:00,19.04,0.06161,0.0611,79
2282,2015/2/4 12:00,24.05,0.93321,0.0418,328
2283,2015/2/4 13:00,15.03,0.74393,0.033,102
2284,2015/2/4 14:00,18.15,0.67629,0.0358,392
2285,2015/2/4 15:00,10.78,0.43093,0.0976,401
2286,2015/2/4 16:00,17.73,0.89314,0.0675,308
2287,2015/2/4 17:00,10.37,0.96412,0.0272,376
2288,2015/2/4 18:00,24.06,0.89496,0.0961,23
2289,2015/2/4 19:00,23.81,0.82542,0.0753,150
2290,2015/2/4 20:00,23.87,0.43507,0.076,278
2291,2015/2/4 21:00,22.74,0.07976,0.0463,264
2292,2015/2/4 22:00,13.9,0.85049,0.0966,76
2293,2015/2/4 23:00,24.98,0.56206,0.0249,244
2294,2015/2/5 0:00,14.34,0.29499,0.0284,158
2295,2015/2/5 1:00,24.42,0.8373,0.0755,344
2296,2015/2/5 2:00,22.95,0.5358,0.0033,467
2297,2015/2/5 3:00,16.74,0.02724,0.0015,469
2298,2015/2/5 4:00,16.69,0.87886,0.011,435
2299,2015/2/5 5:00,13.6,0.43919,0.0973,461
2300,2015/2/5 6:00,17.48,0.09352,0.0974,319
2301,2015/2/5 7:00,14.83,0.31295,0.0802,349
2302,2015/2/5 8:00,15.31,0.51123,0.0643,439
2303,2015/2/5 9:00,24.5,0.15024,0.0238,381
2304,2015/2/5 10:00,24.51,0.08652,0.0944,45
2305,2015/2/5 11:00,15.94,0.16031,0.0224,352
2306,2015/2/5 12:00,18.29,0.48318,0.0488,102
2307,2015/2/5 13:00,15.57,0.48426,0.0981,500
2308,2015/2/5 14:00,16.68,0.0841,0.0841,104
2309,2015/2/5 15:00,14.73,0.58319,0.0941,271
2310,2015/2/5 16:00,20.68,0.57244,0.0189,168
2311,2015/2/5 17:00,23.36,0.97942,0.0026,293
2312,2015/2/5 18:00,17.1,0.07327,0.0621,403
2313,2015/2/5 19:00,16.92,0.45831,0.0303,158
2314,2015/2/5 20:00,14.22,0.95261,0.0474,392
2315,2015/2/5 21:00,20.19,0.10032,0.0744,401
2316,2015/2/5 22:00,17.71,0.01267,0.0753,77
2317,2015/2/5 23:00,15.82,0.09063,0.0482,454
2318,2015/2/6 0:00,16.46,0.26996,0.0597,445
2319,2015/2/6 1:00,13.71,0.83381,0.03,199
2320,2015/2/6 2:00,18.17,0.08678,0.0264,447
2321,2015/2/6 3:00,20.1,0.66441,0.0143,265
2322,2015/2/6 4:00,14.71,0.32675,0.0918,402
2323,2015/2/6 5:00,12.66,0.83327,0.0921,460
2324,2015/2/6 6:00,23.92,0.48123,0.0091,420
2325,2015/2/6 7:00,18.61,0.64593,0.0447,307
2326,2015/2/6 8:00,10.87,0.64816,0.0256,250
2327,2015/2/6 9:00,18.28,0.24017,0.0363,190
2328,2015/2/6 10:00,15.4,0.4442,0.0294,480
2329,2015/2/6 11:00,18.06,0.83911,0.0378,290
2330,2015/2/6 12:00,14.03,0.91716,0.095,470
2331,2015/2/6 13:00,17.33,0.242,0.0205,225
2332,2015/2/6 14:00,20.26,0.9111,0.0925,150
2333,2015/2/6 15:00,12.23,0.2879,0.0583,259
2334,2015/2/6 16:00,21.89,0.94257,0.0503,473
2335,2015/2/6 17:00,22.96,0.37415,0.0529,26
2336,2015/2/6 18:00,22.37,0.16584,0.0315,27
2337,2015/2/6 19:00,11.17,0.51014,0.0746,465
2338,2015/2/6 20:00,24.5,0.8448,0.0596,252
2339,2015/2/6 21:00,11.81,0.00012,0.0888,466
2340,2015/2/6 22:00,19.18,0.68741,0.0638,424
2341,2015/2/6 23:00,22.97,0.50526,0.0691,423
2342,2015/2/7 0:00,22.38,0.46378,0.0138,248
2343,2015/2/7 1:00,18.59,0.20369,0.053,266
2344,2015/2/7 2:00,22.18,0.0687,0.0184,95
2345,2015/2/7 3:00,20.48,0.30201,0.0325,431
2346,2015/2/7 4:00,17.13,0.46014,0.0713,366
2347,2015/2/7 5:00,24.94,0.44587,0.019,103
2348,2015/2/7 6:00,10.7,0.51315,0.0741,499
2349,2015/2/7 7:00,10.02,0.30809,0.0066,90
2350,2015/2/7 8:00,12.07,0.96977,0.0847,230
2351,2015/2/7 9:00,17.94,0.70978,0.0652,449
2352,2015/2/7 10:00,10.44,0.51394,0.0977,275
2353,2015/2/7 11:00,18.09,0.59051,0.0255,362
2354,2015/2/7 12:00,24.94,0.62216,0.0583,479
2355,2015/2/7 13:00,10.99,0.46252,0.0129,381
2356,2015/2/7 14:00,13.85,0.78209,0.0767,258
2357,2015/2/7 15:00,14.58,0.52808,0.016,366
2358,2015/2/7 16:00,10.54,0.51394,0.0081,482
2359,2015/2/7 17:00,21.76,0.22222,0.0459,267
2360,2015/2/7 18:00,16.89,0.87159,0.0586,358
2361,2015/2/7 19:00,21.45,0.42741,0.0048,58
2362,2015/2/7 20:00,14.97,0.35997,0.0667,288
2363,2015/2/7 21:00,10.89,0.30015,0.0623,298
2364,2015/2/7 22:00,23,0.32461,0.0689,24
2365,2015/2/7 23:00,19.79,0.48215,0.0678,294
2366,2015/2/8 0:00,15.25,0.53581,0.0799,332
2367,2015/2/8 1:00,21.73,0.77037,0.0839,170
2368,2015/2/8 2:00,12.82,0.67671,0.0031,196
2369,2015/2/8 3:00,24.79,0.43201,0.0395,331
2370,2015/2/8 4:00,12.15,0.83961,0.0166,376
2371,2015/2/8 5:00,23.59,0.36848,0.0148,155
2372,2015/2/8 6:00,20.02,0.14111,0.0744,46
